block_number,timestamp,gas_used,gas_limit,base_fee,transaction_count,priority_fee,mempool_size,gas_price_gwei,priority_p25,priority_p50,priority_p75
24688648,2026-03-19 02:50:35,19620461,30000000,79016546,130,1000000,,0.080017,1.5e-08,0.001,0.009443647
24688649,2026-03-19 02:50:47,3650165,30000000,82058986,24,5000000,,0.087059,0.001,0.005,0.036465855
24688650,2026-03-19 02:50:59,18442015,30000000,74297687,122,100000,,0.074398,0.0,0.0001,0.016127591
24688651,2026-03-19 02:51:11,12026560,30000000,76428801,80,1000000,,0.077429,0.0,0.001,0.00993336
24688652,2026-03-19 02:51:23,28384650,30000000,74534998,189,50000000,,0.124535,0.008747565,0.05,0.778345552
24688653,2026-03-19 02:51:35,4489007,30000000,82848538,29,1665009663,,1.747858,1.0,1.665009663,2.344079755
24688654,2026-03-19 02:51:47,10263413,30000000,75591702,68,100000,,0.075692,0.0,0.0001,0.108785967
24688655,2026-03-19 02:51:59,29974724,30000000,72607980,199,10000000,,0.082608,0.001,0.01,0.1
24688656,2026-03-19 02:52:11,22833095,30000000,81668683,152,1395747,,0.083064,0.001,0.001395747,0.052030236
24688657,2026-03-19 02:52:23,6540314,30000000,86999670,43,1000000000,,1.087,0.0001,1.0,2.0
24688658,2026-03-19 02:52:35,24946305,30000000,80866422,166,3193654,,0.08406,0.001,0.003193654,0.05
24688659,2026-03-19 02:52:47,11423329,30000000,87569106,76,101000000,,0.188569,0.003193654,0.101,1.0
24688660,2026-03-19 02:52:59,3600402,30000000,84959058,24,196000000,,0.280959,1.6e-08,0.196,2.0
24688661,2026-03-19 02:53:11,10003267,30000000,76888233,66,100000000,,0.176888,0.01,0.1,1.0
24688662,2026-03-19 02:53:23,11226369,30000000,73686651,74,26398349,,0.100085,0.008986023,0.026398349,0.12
24688663,2026-03-19 02:53:35,28426146,30000000,71369433,189,8854398,,0.080224,0.001625159,0.008854398,0.034589184
24688664,2026-03-19 02:53:47,24844344,30000000,79354569,165,70000,,0.079425,1.5e-08,7e-05,0.001
24688665,2026-03-19 02:53:59,13343741,30000000,85864516,88,62337672,,0.148202,0.0,0.062337672,1.029880448
24688666,2026-03-19 02:54:11,9581281,30000000,84679401,63,85864516,,0.170544,0.0140614,0.085864516,0.664068829
24688667,2026-03-19 02:54:23,14006092,30000000,80855619,93,12000000,,0.092856,0.007,0.012,0.2
24688668,2026-03-19 02:54:35,8388703,30000000,80185927,55,89372875,,0.169559,0.018,0.089372875,1.5
24688669,2026-03-19 02:54:47,29989892,30000000,75768153,199,1395747,,0.077164,0.0001,0.001395747,0.018682831
24688670,2026-03-19 02:54:59,29997640,30000000,85232789,199,1000000,,0.086233,0.001,0.001,0.010330131
24688671,2026-03-19 02:55:11,5977779,30000000,95885211,39,1000000000,,1.095885,0.1,1.0,2.0
24688672,2026-03-19 02:55:23,23548611,30000000,88676065,156,6159126,,0.094835,0.001,0.006159126,0.05
24688673,2026-03-19 02:55:35,29907008,30000000,94993208,199,1000000,,0.095993,0.001,0.001,0.005
24688674,2026-03-19 02:55:47,17904183,30000000,106793745,119,1800,,0.106796,1.5e-08,1.8e-06,0.000598647
24688675,2026-03-19 02:55:59,7881113,30000000,109378316,52,79808458,,0.189187,0.011000002,0.079808458,1.0
24688676,2026-03-19 02:56:11,29997950,30000000,102889551,199,1625159,,0.104515,0.0001,0.001625159,0.012
24688677,2026-03-19 02:56:23,7501431,30000000,115748987,50,21346100,,0.137095,0.012,0.0213461,1.0
24688678,2026-03-19 02:56:35,16428536,30000000,108516057,109,1950190,,0.110466,0.001,0.00195019,0.024548015
24688679,2026-03-19 02:56:47,6418154,30000000,109807883,42,300000000,,0.409808,0.079,0.3,1.1
24688680,2026-03-19 02:56:59,7976125,30000000,101954931,53,24439134,,0.126394,0.013033926,0.024439134,0.1
24688681,2026-03-19 02:57:11,24401950,30000000,95987276,162,100000,,0.096087,1.5e-08,0.0001,0.00015
24688682,2026-03-19 02:57:23,14091674,30000000,103507839,93,79000000,,0.182508,0.006749787,0.079,0.5
24688683,2026-03-19 02:57:35,29994452,30000000,102724349,199,11958218,,0.114683,0.00086337,0.011958218,0.012010909
24688684,2026-03-19 02:57:47,24219779,30000000,115560144,161,1000000,,0.11656,0.0001,0.001,0.056930204
24688685,2026-03-19 02:57:59,3863723,30000000,124438803,25,5000000,,0.129439,0.004091633,0.005,0.023014554
24688686,2026-03-19 02:58:11,29893283,30000000,112890596,199,15206247,,0.128097,0.001625159,0.015206247,0.079
24688687,2026-03-19 02:58:23,4229303,30000000,126901525,28,15000000,,0.141902,0.015,0.015,1.132
24688688,2026-03-19 02:58:35,29991304,30000000,115511377,199,13558871,,0.12907,0.001395747,0.013558871,0.033285953
24688689,2026-03-19 02:58:47,15899681,30000000,129941928,105,9759749,,0.139702,0.001,0.009759749,0.050673955
24688690,2026-03-19 02:58:59,13250232,30000000,130916147,88,1000000,,0.131916,0.0001,0.001,0.06
24688691,2026-03-19 02:59:11,11542717,30000000,129007207,76,13410407,,0.142418,0.001,0.013410407,0.1
24688692,2026-03-19 02:59:23,11194649,30000000,125290421,74,5000000,,0.13029,0.001,0.005,0.101
24688693,2026-03-19 02:59:35,20945330,30000000,121317305,139,1100000,,0.122417,0.0001,0.0011,0.016377018
24688694,2026-03-19 02:59:47,10204921,30000000,127327900,68,7379874,,0.134708,0.0002,0.007379874,0.111292951
24688695,2026-03-19 02:59:59,7666990,30000000,122240007,51,5000000,,0.12724,0.0001,0.005,0.043415993
24688696,2026-03-19 03:00:11,8137224,30000000,114770115,54,58465102,,0.173235,0.0152925,0.058465102,1.038023365
24688697,2026-03-19 03:00:23,28295106,30000000,108206436,188,1000000,,0.109206,0.0001,0.001,0.012
24688698,2026-03-19 03:00:35,3116198,30000000,120194903,20,1000000000,,1.120195,0.1,1.0,1.705965144
24688699,2026-03-19 03:00:47,29996224,30000000,108291801,199,12000000,,0.120292,0.001,0.012,0.022134517
24688700,2026-03-19 03:00:59,13123663,30000000,121824868,87,19084132,,0.140909,0.001,0.019084132,0.08
24688701,2026-03-19 03:01:11,13308586,30000000,119919998,88,1625159,,0.121545,0.001,0.001625159,0.05
24688702,2026-03-19 03:01:23,18611646,30000000,118229712,124,1625159,,0.119855,0.000752,0.001625159,0.034176373
24688703,2026-03-19 03:01:35,13840201,30000000,121788077,92,10233920,,0.132022,0.000175,0.01023392,0.05
24688704,2026-03-19 03:01:47,11139867,30000000,120610997,74,12061099,,0.132672,0.00124708,0.012061099,0.2
24688705,2026-03-19 03:01:59,14045437,30000000,116731211,93,45000000,,0.161731,0.001395747,0.045,0.079
24688706,2026-03-19 03:02:11,8359175,30000000,115802651,55,103474032,,0.219277,0.015085124,0.103474032,0.5
24688707,2026-03-19 03:02:23,4263579,30000000,109394109,28,810000000,,0.919394,0.1,0.81,2.0
24688708,2026-03-19 03:02:35,29867355,30000000,99606599,199,4282711,,0.103889,0.000752,0.004282711,0.032113916
24688709,2026-03-19 03:02:47,11031453,30000000,111947321,73,10000000,,0.121947,0.0002,0.01,0.2
24688710,2026-03-19 03:02:59,10828092,30000000,108245087,72,17060130,,0.125305,0.005,0.01706013,0.055322049
24688711,2026-03-19 03:03:11,4791261,30000000,104481851,31,10000001,,0.114482,0.001,0.010000001,0.030912008
24688712,2026-03-19 03:03:23,25441598,30000000,95593286,169,12997810,,0.108591,0.001625159,0.01299781,0.1
24688713,2026-03-19 03:03:35,3199530,30000000,103911175,21,105192527,,0.209104,0.1,0.105192527,1.493978067
24688714,2026-03-19 03:03:47,10851763,30000000,93692836,72,10500000,,0.104193,0.0084,0.0105,0.055322049
24688715,2026-03-19 03:03:59,29998820,30000000,90454003,199,1625159,,0.092079,0.000175,0.001625159,0.05
24688716,2026-03-19 03:04:11,11147097,30000000,101759863,74,1000000,,0.10276,7e-05,0.001,0.051940137
24688717,2026-03-19 03:04:23,18097787,30000000,98492607,120,3319213,,0.101812,0.00107,0.003319213,0.054790116
24688718,2026-03-19 03:04:35,11736313,30000000,101035183,78,10000001,,0.111035,0.0001,0.010000001,0.1
24688719,2026-03-19 03:04:47,18533880,30000000,98287290,123,12638147,,0.110925,0.001,0.012638147,0.054457504
24688720,2026-03-19 03:04:59,9246417,30000000,101181752,61,29763457,,0.130945,0.01,0.029763457,0.5
24688721,2026-03-19 03:05:11,8503392,30000000,96330439,56,26926513,,0.123257,0.011827512,0.026926513,0.5
24688722,2026-03-19 03:05:23,29990020,30000000,91115264,199,3534682,,0.09465,0.001,0.003534682,0.036749213
24688723,2026-03-19 03:05:35,29996436,30000000,102497094,199,100000,,0.102597,7e-05,0.0001,0.0084
24688724,2026-03-19 03:05:47,8847401,30000000,115306186,58,12902681,,0.128209,0.001,0.012902681,0.5
24688725,2026-03-19 03:05:59,18218291,30000000,109394248,121,1070000,,0.110464,0.00015,0.00107,0.05
24688726,2026-03-19 03:06:11,14622114,30000000,112328102,97,1000000,,0.113328,7e-05,0.001,0.05
24688727,2026-03-19 03:06:23,18032811,30000000,111974376,120,11663536,,0.123638,0.0001,0.011663536,0.10695412
24688728,2026-03-19 03:06:35,16758755,30000000,114804352,111,5606320,,0.120411,0.001395747,0.00560632,0.026913484
24688729,2026-03-19 03:06:47,10302642,30000000,116486958,68,4241618,,0.120729,0.0001,0.004241618,0.01377002
24688730,2026-03-19 03:06:59,21334288,30000000,111927118,142,1000000,,0.112927,7e-05,0.001,0.014569619
24688731,2026-03-19 03:07:11,4927575,30000000,117835273,32,101000000,,0.218835,0.00015,0.101,0.219917642
24688732,2026-03-19 03:07:23,29945204,30000000,107944549,199,1395747,,0.10934,0.0001,0.001395747,0.024352956
24688733,2026-03-19 03:07:35,14776387,30000000,121388326,98,3888150,,0.125276,7e-05,0.00388815,0.06266289
24688734,2026-03-19 03:07:47,19097649,30000000,121162127,127,10500000,,0.131662,0.001,0.0105,0.093424282
24688735,2026-03-19 03:07:59,11384306,30000000,125299459,75,20000000,,0.145299,0.001395747,0.02,0.117617193
24688736,2026-03-19 03:08:11,6299151,30000000,121524089,41,5089941,,0.126614,7.7e-05,0.005089941,0.05061
24688737,2026-03-19 03:08:23,10534642,30000000,112712733,70,50000000,,0.162713,0.016317974,0.05,1.0
24688738,2026-03-19 03:08:35,29998466,30000000,108518545,199,100000,,0.108619,7e-05,0.0001,0.013533927
24688739,2026-03-19 03:08:47,9221908,30000000,122081975,61,10500000,,0.132582,0.001,0.0105,1.0
24688740,2026-03-19 03:08:59,14251742,30000000,116203635,95,1395747,,0.117599,7e-05,0.001395747,0.042594365
24688741,2026-03-19 03:09:11,6384718,30000000,115479050,42,1000000,,0.116479,7e-05,0.001,0.050305
24688742,2026-03-19 03:09:23,19318163,30000000,107188346,128,4263366,,0.111452,7e-05,0.004263366,0.069961755
24688743,2026-03-19 03:09:35,7029324,30000000,111045485,46,12868481,,0.123914,0.001395747,0.012868481,0.211985921
24688744,2026-03-19 03:09:47,13586657,30000000,103669590,90,13404668,,0.117074,0.001395747,0.013404668,0.240268117
24688745,2026-03-19 03:09:59,9866183,30000000,102448585,65,7258179,,0.109707,0.001,0.007258179,0.897551415
24688746,2026-03-19 03:10:11,29995238,30000000,98065650,199,98000,,0.098164,7e-05,9.8e-05,0.001
24688747,2026-03-19 03:10:23,13430825,30000000,110319964,89,1395747,,0.111716,7.7e-05,0.001395747,0.017229081
24688748,2026-03-19 03:10:35,13054075,30000000,108877371,87,18580530,,0.127458,0.001,0.01858053,0.151662985
24688749,2026-03-19 03:10:47,13823159,30000000,107111812,92,13796120,,0.120908,0.001625159,0.01379612,1.0
24688750,2026-03-19 03:10:59,4465582,30000000,106061367,29,13615796,,0.119677,0.005,0.013615796,0.05732819
24688751,2026-03-19 03:11:11,9522511,30000000,96750578,63,14982390,,0.111733,0.0001,0.01498239,0.5
24688752,2026-03-19 03:11:23,6107391,30000000,92334327,40,0,,0.092334,0.0,0.0,0.217665673
24688753,2026-03-19 03:11:35,10522728,30000000,85491886,70,34412828,,0.119905,0.00015,0.034412828,0.282116633
24688754,2026-03-19 03:11:47,29988429,30000000,82302133,199,13884465,,0.096187,0.001119835,0.013884465,0.05
24688755,2026-03-19 03:11:59,5436677,30000000,92581963,36,5000000,,0.097582,0.001,0.005,0.101
24688756,2026-03-19 03:12:11,29996039,30000000,85203704,199,1410477,,0.086614,0.0001,0.001410477,0.016555344
24688757,2026-03-19 03:12:23,29818409,30000000,95851354,198,70000,,0.095921,4.9e-05,7e-05,0.013462083
24688758,2026-03-19 03:12:35,16011138,30000000,107687725,106,1625159,,0.109313,0.001238646,0.001625159,0.03162133
24688759,2026-03-19 03:12:47,14473737,30000000,108595118,96,12284842,,0.12088,0.001,0.012284842,0.08320559
24688760,2026-03-19 03:12:59,14586391,30000000,108118872,97,9307898,,0.117427,0.001049,0.009307898,0.091038709
24688761,2026-03-19 03:13:11,12822326,30000000,107746215,85,12980144,,0.120726,0.0001,0.012980144,0.1
24688762,2026-03-19 03:13:23,5142916,30000000,105790914,34,74053639,,0.179845,0.0,0.074053639,1.0
24688763,2026-03-19 03:13:35,29962442,30000000,97100999,199,5289545,,0.102391,7e-05,0.005289545,0.029906897
24688764,2026-03-19 03:13:47,11054765,30000000,109208232,73,76445762,,0.185654,0.011925774,0.076445762,0.2
24688765,2026-03-19 03:13:59,15350859,30000000,105617798,102,100000000,,0.205618,0.012143749,0.1,0.894382202
24688766,2026-03-19 03:14:11,26418457,30000000,105926606,176,1049000,,0.106976,0.001,0.001049,0.031440394
24688767,2026-03-19 03:14:23,12663133,30000000,116005925,84,7350000,,0.123356,0.001,0.00735,0.1
24688768,2026-03-19 03:14:35,15309053,30000000,113746839,102,15013578,,0.12876,0.001625159,0.015013578,0.1
24688769,2026-03-19 03:14:47,16545978,30000000,114039787,110,13926591,,0.127966,0.002522753,0.013926591,0.1
24688770,2026-03-19 03:14:59,7999016,30000000,115508979,53,34491021,,0.15,0.032806021,0.034491021,0.193688817
24688771,2026-03-19 03:15:11,18352787,30000000,108770009,122,1625159,,0.110395,4.9e-05,0.001625159,0.014444747
24688772,2026-03-19 03:15:23,9887169,30000000,111809031,65,29655969,,0.141465,0.005,0.029655969,0.108190969
24688773,2026-03-19 03:15:35,12283796,30000000,107045193,81,19498572,,0.126544,0.001395828,0.019498572,0.120546485
24688774,2026-03-19 03:15:47,26532323,30000000,104622222,176,1000000,,0.105622,4.9e-05,0.001,0.010516122
24688775,2026-03-19 03:15:59,11019079,30000000,114676699,73,5000000,,0.119677,0.001049,0.005,0.1
24688776,2026-03-19 03:16:11,11862382,30000000,110872376,79,15931417,,0.126804,0.001395747,0.015931417,0.1
24688777,2026-03-19 03:16:23,19131005,30000000,107973417,127,10000000,,0.117973,0.001,0.01,0.089
24688778,2026-03-19 03:16:35,13276204,30000000,111690406,88,10747390,,0.122438,0.001049,0.01074739,0.1
24688779,2026-03-19 03:16:47,14778388,30000000,110085978,98,835398,,0.110921,4.9e-05,0.000835398,0.011008597
24688780,2026-03-19 03:16:59,19010251,30000000,109882676,126,1856730,,0.111739,0.000252302,0.00185673,0.05
24688781,2026-03-19 03:17:11,11523921,30000000,113554819,76,13766872,,0.127322,0.001049,0.013766872,0.1
24688782,2026-03-19 03:17:23,17480336,30000000,110265441,116,3338378,,0.113604,4.9e-05,0.003338378,0.03291003
24688783,2026-03-19 03:17:35,18856188,30000000,112544568,125,10368778,,0.122913,0.001,0.010368778,0.1
24688784,2026-03-19 03:17:47,11190827,30000000,116161176,74,1395747,,0.117557,0.0002523,0.001395747,0.021731876
24688785,2026-03-19 03:17:59,14841200,30000000,112473860,98,9531389,,0.122005,0.000119708,0.009531389,0.249942531
24688786,2026-03-19 03:18:11,19304431,30000000,112325020,128,5000000,,0.117325,4.9e-05,0.005,0.052729176
24688787,2026-03-19 03:18:23,12067764,30000000,116354148,80,50000000,,0.166354,0.007380359,0.05,0.991520852
24688788,2026-03-19 03:18:35,4995309,30000000,113511000,33,1000000000,,1.113511,0.05,1.0,3.398075019
24688789,2026-03-19 03:18:47,4727927,30000000,104047313,31,117074148245,,117.178196,117.074148245,117.074148245,117.074148245
24688790,2026-03-19 03:18:59,8443410,30000000,95140801,56,75000000,,0.170141,0.0,0.075,1.575729689
24688791,2026-03-19 03:19:11,29546765,30000000,89942475,196,27995630,,0.117938,0.0,0.02799563,0.1
24688792,2026-03-19 03:19:23,11652076,30000000,100845575,77,9289403,,0.110135,0.0001,0.009289403,0.05
24688793,2026-03-19 03:19:35,14737221,30000000,98032048,98,49000,,0.098081,0.0,4.9e-05,0.153452341
24688794,2026-03-19 03:19:47,16685806,30000000,97817376,111,500000000,,0.597817,0.048530203,0.5,4.011531026
24688795,2026-03-19 03:19:59,14998178,30000000,99191552,99,641414,,0.099833,1e-09,0.000641414,0.027121086
24688796,2026-03-19 03:20:11,29992280,30000000,99190047,199,11124394,,0.110314,0.003699467,0.011124394,0.079
24688797,2026-03-19 03:20:23,8893785,30000000,111582422,59,0,,0.111582,0.0,0.0,0.2
24688798,2026-03-19 03:20:35,28692254,30000000,105904537,191,68600,,0.105973,4.9e-05,6.86e-05,0.006267128
24688799,2026-03-19 03:20:47,18074859,30000000,117988469,120,20246001,,0.138234,0.0,0.020246001,63.440833257
24688800,2026-03-19 03:20:59,12047428,30000000,121011784,80,10000001,,0.131012,0.000769696,0.010000001,0.033729163
24688801,2026-03-19 03:21:11,11453981,30000000,118034318,76,28211845,,0.146246,1e-09,0.028211845,1.0
24688802,2026-03-19 03:21:23,6934013,30000000,114546386,46,751958342,,0.866505,0.054572292,0.751958342,1.0
24688803,2026-03-19 03:21:35,29568828,30000000,106846973,197,11908685,,0.118756,0.00211788,0.011908685,0.0505
24688804,2026-03-19 03:21:47,16447886,30000000,119818933,109,490000,,0.120309,0.0,0.00049,0.294
24688805,2026-03-19 03:21:59,28390815,30000000,121264634,189,1000000,,0.122265,4.9e-05,0.001,0.033766561
24688806,2026-03-19 03:22:11,15131580,30000000,134796569,100,11908685,,0.146705,0.00049,0.011908685,0.101
24688807,2026-03-19 03:22:23,13432136,30000000,134944373,89,14290422,,0.149235,0.001,0.014290422,0.103777598
24688808,2026-03-19 03:22:35,6291226,30000000,133181254,41,67852520,,0.201034,0.0,0.06785252,0.478860976
24688809,2026-03-19 03:22:47,23844410,30000000,123515876,158,12804134,,0.13632,0.000693379,0.012804134,0.069655623
24688810,2026-03-19 03:22:59,10980761,30000000,132619418,73,15445609,,0.148065,0.000147,0.015445609,0.13570504
24688811,2026-03-19 03:23:11,5090577,30000000,128177509,33,17175588,,0.145353,0.001,0.017175588,0.2
24688812,2026-03-19 03:23:23,19930181,30000000,117592800,132,16583552,,0.134176,0.0024072,0.016583552,0.1
24688813,2026-03-19 03:23:35,16002956,30000000,122424082,106,6981898,,0.129406,9.8e-05,0.006981898,0.1
24688814,2026-03-19 03:23:47,25073019,30000000,123447298,167,30988157,,0.154435,0.001,0.030988157,0.124947842
24688815,2026-03-19 03:23:59,13912731,30000000,133809689,92,1395747,,0.135205,0.0,0.001395747,0.734191016
24688816,2026-03-19 03:24:11,7366717,30000000,132597297,49,32812910,,0.16541,0.0,0.03281291,1.5
24688817,2026-03-19 03:24:23,6467680,30000000,124162692,43,0,,0.124163,0.0,0.0,0.0
24688818,2026-03-19 03:24:35,9065981,30000000,115334394,60,5598100599,,5.713435,0.0,5.598100599,5.598100599
24688819,2026-03-19 03:24:47,6586309,30000000,109631091,43,0,,0.109631,0.0,0.0,1.890368909
24688820,2026-03-19 03:24:59,7940258,30000000,101944407,52,1000000000,,1.101944,0.542876149,1.0,2.0
24688821,2026-03-19 03:25:11,29961155,30000000,95946897,199,56499999,,0.152447,0.025972281,0.056499999,0.106764993
24688822,2026-03-19 03:25:23,29997606,30000000,107909200,199,34674918,,0.142584,0.005,0.034674918,0.141355612
24688823,2026-03-19 03:25:35,29999934,30000000,121395697,199,8154143,,0.12955,0.001,0.008154143,0.05
24688824,2026-03-19 03:25:47,20108009,30000000,136570092,134,31900533,,0.168471,5.39e-05,0.031900533,0.11
24688825,2026-03-19 03:25:59,25342075,30000000,142383435,168,1395747,,0.143779,9.8e-05,0.001395747,0.124947842
24688826,2026-03-19 03:26:11,16504966,30000000,154654604,110,5222522,,0.159877,0.000147,0.005222522,0.128476687
24688827,2026-03-19 03:26:23,26692185,30000000,156594187,177,1625159,,0.158219,0.001395747,0.001625159,0.1
24688828,2026-03-19 03:26:35,16952678,30000000,171851922,113,1000000,,0.172852,4.9e-05,0.001,0.097605386
24688829,2026-03-19 03:26:47,10491612,30000000,174648351,69,51465112,,0.226113,0.001625159,0.051465112,0.2
24688830,2026-03-19 03:26:59,11528042,30000000,168086831,76,16862583,,0.184949,0.001395747,0.016862583,1.0
24688831,2026-03-19 03:27:11,18741851,30000000,163223579,124,20963682,,0.184187,0.001,0.020963682,0.1
24688832,2026-03-19 03:27:23,9525559,30000000,168313232,63,33449765,,0.201763,0.001814471,0.033449765,1.0
24688833,2026-03-19 03:27:35,15376560,30000000,160634726,102,35059258,,0.195694,0.001,0.035059258,0.2
24688834,2026-03-19 03:27:47,19563194,30000000,161138797,130,53900,,0.161193,4.9e-05,5.39e-05,0.023810617
24688835,2026-03-19 03:27:59,5309457,30000000,167266360,35,14063786,,0.18133,5.88e-05,0.014063786,0.2
24688836,2026-03-19 03:28:11,12369715,30000000,153758845,82,84000000,,0.237759,0.006924881,0.084,0.5
24688837,2026-03-19 03:28:23,29628924,30000000,150388600,197,17077386,,0.167466,4.9e-05,0.017077386,0.1
24688838,2026-03-19 03:28:35,13701069,30000000,168722128,91,1000000,,0.169722,7.35e-05,0.001,0.031681674
24688839,2026-03-19 03:28:47,10210712,30000000,166895808,68,100000000,,0.266896,0.01,0.1,1.0
24688840,2026-03-19 03:28:59,29993668,30000000,160234874,199,1000000,,0.161235,4.9e-05,0.001,0.090182338
24688841,2026-03-19 03:29:11,11114985,30000000,180255778,74,51331772,,0.231588,0.001395747,0.051331772,0.819744222
24688842,2026-03-19 03:29:23,6042663,30000000,174419976,40,51331772,,0.225752,0.001,0.051331772,1.5
24688843,2026-03-19 03:29:35,7548659,30000000,161400489,50,22984299,,0.184385,0.0,0.022984299,0.2
24688844,2026-03-19 03:29:47,8745942,30000000,151378406,58,200000000,,0.351378,0.051331772,0.2,2.0
24688845,2026-03-19 03:29:59,29961076,30000000,143488996,199,7568920,,0.151058,0.000245,0.00756892,0.05009328
24688846,2026-03-19 03:30:11,18955317,30000000,161378577,126,49000,,0.161428,4.9e-05,4.9e-05,0.018928425
24688847,2026-03-19 03:30:23,6404791,30000000,166697772,42,35494337,,0.202192,0.002801183,0.035494337,0.433302228
24688848,2026-03-19 03:30:35,15427901,30000000,154757755,102,5526119,,0.160284,0.0001764,0.005526119,0.05
24688849,2026-03-19 03:30:47,9883710,30000000,155309596,65,6114048,,0.161424,9.8e-05,0.006114048,0.1
24688850,2026-03-19 03:30:59,20050548,30000000,148687855,133,1000000,,0.149688,4.9e-05,0.001,0.1
24688851,2026-03-19 03:31:11,16136598,30000000,154945814,107,7031155,,0.161977,4.9e-05,0.007031155,0.1
24688852,2026-03-19 03:31:23,8310416,30000000,156413406,55,1395747,,0.157809,4.9e-05,0.001395747,0.089
24688853,2026-03-19 03:31:35,16146901,30000000,147693902,107,1395747,,0.14909,7.35e-05,0.001395747,0.089
24688854,2026-03-19 03:31:47,13415123,30000000,149105489,89,6253107,,0.155359,0.001,0.006253107,0.927253284
24688855,2026-03-19 03:31:59,15192221,30000000,147136208,101,28489112,,0.175625,0.004005272,0.028489112,0.352863792
24688856,2026-03-19 03:32:11,19915948,30000000,147371897,132,5880000,,0.153252,4.9e-05,0.00588,0.018432102
24688857,2026-03-19 03:32:23,12499793,30000000,153409168,83,5880000,,0.159289,9.8e-05,0.00588,0.089
24688858,2026-03-19 03:32:35,10463445,30000000,150212880,69,12787773,,0.163001,0.001049,0.012787773,0.1
24688859,2026-03-19 03:32:47,7662690,30000000,144534139,51,5997024,,0.150531,0.0001441,0.005997024,0.047288571
24688860,2026-03-19 03:32:59,27598294,30000000,135696709,183,49000,,0.135746,4.9e-05,4.9e-05,0.005
24688861,2026-03-19 03:33:11,4960537,30000000,149942934,33,85036546,,0.234979,0.012220052,0.085036546,0.850057066
24688862,2026-03-19 03:33:23,9702293,30000000,137398381,64,24764605,,0.162163,0.00882,0.024764605,0.22
24688863,2026-03-19 03:33:35,2917716,30000000,131332578,19,398238865,,0.529571,0.0,0.398238865,1.41996862
24688864,2026-03-19 03:33:47,29992475,30000000,118109266,199,13187157,,0.131296,0.005,0.013187157,0.079
24688865,2026-03-19 03:33:59,12306899,30000000,132865517,82,8820000,,0.141686,0.001,0.00882,0.538889644
24688866,2026-03-19 03:34:11,4276730,30000000,129883682,28,200000000,,0.329884,0.01781415,0.2,1.0
24688867,2026-03-19 03:34:23,29992553,30000000,118277201,199,1000000,,0.119277,4.9e-05,0.001,0.029420631
24688868,2026-03-19 03:34:35,11795993,30000000,133054511,78,8936930,,0.141991,0.003564581,0.00893693,0.23
24688869,2026-03-19 03:34:47,2258619,30000000,129501948,15,870498052,,1.0,0.000432175,0.870498052,1.0
24688870,2026-03-19 03:34:59,6994582,30000000,115751669,46,38988823,,0.15474,0.011629066,0.038988823,0.583323107
24688871,2026-03-19 03:35:11,29994047,30000000,108029666,199,1395747,,0.109425,7.595e-05,0.001395747,0.056767184
24688872,2026-03-19 03:35:23,9883928,30000000,121528015,65,5880000,,0.127408,0.00588,0.00588,0.010862352
24688873,2026-03-19 03:35:35,10681507,30000000,116346798,71,5880000,,0.122227,0.0,0.00588,0.252950377
24688874,2026-03-19 03:35:47,5901504,30000000,112159775,39,13187157,,0.125347,1e-09,0.013187157,0.107208126
24688875,2026-03-19 03:35:59,29516973,30000000,103655732,196,11025000,,0.114681,0.00735,0.011025,0.026239772
24688876,2026-03-19 03:36:11,29995768,30000000,116195461,199,98000,,0.116293,4.9e-05,9.8e-05,0.008250217
24688877,2026-03-19 03:36:23,29878260,30000000,130715796,199,1000000,,0.131716,4.9e-05,0.001,0.010000001
24688878,2026-03-19 03:36:35,5297715,30000000,146922659,35,1000000000,,1.146923,0.000494462,1.0,7.310670773
24688879,2026-03-19 03:36:47,29967703,30000000,135043614,199,10000002,,0.145044,0.0003,0.010000002,0.1
24688880,2026-03-19 03:36:59,9821521,30000000,151887720,65,5000000,,0.156888,4.9e-05,0.005,0.1
24688881,2026-03-19 03:37:11,13726746,30000000,145333160,91,4666840,,0.15,4.9e-05,0.00466684,0.1
24688882,2026-03-19 03:37:23,11091556,30000000,143791110,73,5880000,,0.149671,0.001,0.00588,0.103604063
24688883,2026-03-19 03:37:35,12042799,30000000,139107782,80,11924333,,0.151032,0.001,0.011924333,0.05
24688884,2026-03-19 03:37:47,12960512,30000000,135679702,86,17394597,,0.153074,5.39e-05,0.017394597,0.1
24688885,2026-03-19 03:37:59,8952638,30000000,133373727,59,5587075,,0.138961,9.917e-05,0.005587075,0.086849915
24688886,2026-03-19 03:38:11,7568224,30000000,126652401,50,50397000,,0.177049,0.016966087,0.050397,1.0
24688887,2026-03-19 03:38:23,29989838,30000000,118808633,199,1000000,,0.119809,4.9e-05,0.001,0.00882
24688888,2026-03-19 03:38:35,15383131,30000000,133649651,102,4645718,,0.138295,4.9e-05,0.004645718,0.03
24688889,2026-03-19 03:38:47,11490297,30000000,134076362,76,14495679,,0.148572,0.004645718,0.014495679,0.089
24688890,2026-03-19 03:38:59,5399003,30000000,130154961,35,200000000,,0.330155,0.03692843,0.2,2.0
24688891,2026-03-19 03:39:11,684340,30000000,119741484,4,1000000000,,1.119741,1.0,1.0,1.5
24688892,2026-03-19 03:39:23,26992553,30000000,105456666,179,6752109,,0.112209,0.001,0.006752109,0.068906305
