block_number,timestamp,gas_used,gas_limit,base_fee,transaction_count,priority_fee,mempool_size,gas_price_gwei
24686150,2026-03-18 18:25:47,20829784,60000000,204741503,273,432273727,,0.637015
24686151,2026-03-18 18:25:59,25024905,60000000,196918488,328,282707397,,0.479626
24686152,2026-03-18 18:26:11,37045360,60000000,192836454,905,113543973,,0.30638
24686153,2026-03-18 18:26:23,9037856,60000000,198497296,97,652292657,,0.85079
24686154,2026-03-18 18:26:35,10540117,60000000,181160093,117,1192315612,,1.373476
24686155,2026-03-18 18:26:47,48410214,59941408,166471118,663,256087678,,0.422559
24686156,2026-03-18 18:26:59,57372025,59999943,179273811,1518,109197720,,0.288472
24686157,2026-03-18 18:27:11,29803600,60000000,199720049,414,460778553,,0.660499
24686158,2026-03-18 18:27:23,25853534,60000000,199556612,376,457204820,,0.656761
24686159,2026-03-18 18:27:35,14557026,60000000,196108885,190,644374198,,0.840483
24686160,2026-03-18 18:27:47,25593519,60000000,183490117,488,234872748,,0.418363
24686161,2026-03-18 18:27:59,4254312,60000000,180121177,44,1520087698,,1.700209
24686162,2026-03-18 18:28:11,34149919,60000000,160798912,371,506874296,,0.667673
24686163,2026-03-18 18:28:23,21186765,60000000,163579338,237,613605583,,0.777185
24686164,2026-03-18 18:28:35,31477604,60000000,157572409,141,677572501,,0.835145
24686165,2026-03-18 18:28:47,26750037,60000000,158542532,412,359535426,,0.518078
24686166,2026-03-18 18:28:59,58395763,60000000,156395627,1707,88117057,,0.244513
24686167,2026-03-18 18:29:11,10819881,60000000,174899681,123,1082563067,,1.257463
24686168,2026-03-18 18:29:23,35801493,60000000,160922195,426,442922190,,0.603844
24686169,2026-03-18 18:29:35,23007696,60000000,164812149,293,371333411,,0.536146
24686170,2026-03-18 18:29:59,26392284,59941408,160010413,244,675904089,,0.835915
24686171,2026-03-18 18:30:11,59992287,59999943,157622313,749,408917578,,0.56654
24686172,2026-03-18 18:30:23,13772137,60000000,177320074,62,2800976002,,2.978296
24686173,2026-03-18 18:30:35,14915911,60000000,165330383,134,1269040943,,1.434371
24686174,2026-03-18 18:30:47,18841529,60000000,154939308,128,1224380767,,1.37932
24686175,2026-03-18 18:30:59,7970226,60000000,147735618,56,435508079,,0.583244
24686176,2026-03-18 18:31:11,59985533,60000000,134174859,480,808776767,,0.942952
24686177,2026-03-18 18:31:23,13521625,60000000,150938628,165,1560367918,,1.711307
24686178,2026-03-18 18:31:35,14468512,60000000,140575198,120,884978694,,1.025554
24686179,2026-03-18 18:31:47,59987140,60000000,131477940,726,346311404,,0.477789
24686180,2026-03-18 18:31:59,59998666,60000000,147905637,1010,146653495,,0.294559
24686181,2026-03-18 18:32:11,34953359,60000000,166393019,400,601466014,,0.767859
24686182,2026-03-18 18:32:23,50592715,60000000,169827203,905,263691143,,0.433518
24686183,2026-03-18 18:32:35,20003767,59941408,184398882,298,502691269,,0.68709
24686184,2026-03-18 18:32:47,24142279,59999943,176733514,249,638157698,,0.814891
24686185,2026-03-18 18:32:59,14118404,59941351,172419967,209,530371158,,0.702791
24686186,2026-03-18 18:33:11,43245492,59999886,161020291,791,154661296,,0.315682
24686187,2026-03-18 18:33:23,19770676,60000000,169906983,116,1081854989,,1.251762
24686188,2026-03-18 18:33:35,40726171,60000000,162665177,678,379475133,,0.54214
24686189,2026-03-18 18:33:47,37856805,60000000,169935070,478,140830556,,0.310766
24686190,2026-03-18 18:33:59,13968413,60000000,175498181,100,684510421,,0.860009
24686191,2026-03-18 18:34:11,59847656,60000000,163775205,536,488309898,,0.652085
24686192,2026-03-18 18:34:23,42833467,60000000,184143146,795,282998972,,0.467142
24686193,2026-03-18 18:34:35,11579462,60000000,193989791,114,2176264129,,2.370254
24686194,2026-03-18 18:34:47,8772879,60000000,179100640,101,1256233164,,1.435334
24686195,2026-03-18 18:34:59,19110952,60000000,163259845,123,695142671,,0.858403
24686196,2026-03-18 18:35:11,53814307,60000000,155852578,852,170063517,,0.325916
24686197,2026-03-18 18:35:23,40406544,60000000,171317249,472,388639139,,0.559956
24686198,2026-03-18 18:35:35,58890965,60000000,178745667,666,377685480,,0.556431
24686199,2026-03-18 18:35:47,42377553,59941408,200262895,459,397430176,,0.597693
24686200,2026-03-18 18:35:59,35964111,59999943,210625645,287,759436577,,0.970062
24686201,2026-03-18 18:36:11,24154811,60000000,215859820,295,536812079,,0.752672
24686202,2026-03-18 18:36:23,27609592,60000000,210602564,299,542811529,,0.753414
24686203,2026-03-18 18:36:35,22096298,60000000,208504956,323,545499485,,0.754004
24686204,2026-03-18 18:36:47,8331148,60000000,201638452,122,1306877461,,1.508516
24686205,2026-03-18 18:36:59,18149212,60000000,183433145,67,2721586473,,2.90502
24686206,2026-03-18 18:37:11,59962546,60000000,174375532,560,207419708,,0.381795
24686207,2026-03-18 18:37:23,19424356,59941408,196145260,167,961209340,,1.157355
24686208,2026-03-18 18:37:35,26514591,59999943,187517601,118,1140768787,,1.328286
24686209,2026-03-18 18:37:47,59994386,60000000,184794390,652,359648575,,0.544443
24686210,2026-03-18 18:37:59,18291229,60000000,207889366,116,1057260955,,1.26515
24686211,2026-03-18 18:38:11,11981395,60000000,197747162,293,235054021,,0.432801
24686212,2026-03-18 18:38:23,59965682,60000000,182900796,604,360206649,,0.543107
24686213,2026-03-18 18:38:35,59988281,60000000,205737242,991,178375471,,0.384113
24686214,2026-03-18 18:38:47,20727278,60000000,231444351,249,715158429,,0.946603
24686215,2026-03-18 18:38:59,35647191,60000000,222502188,221,692067153,,0.914569
24686216,2026-03-18 18:39:11,50772471,60000000,227737656,608,332755744,,0.560493
24686217,2026-03-18 18:39:23,30484344,60000000,247448797,410,418402136,,0.665851
24686218,2026-03-18 18:39:35,22476084,60000000,247948173,333,313086422,,0.561035
24686219,2026-03-18 18:39:47,24150936,60000000,240175085,331,451138471,,0.691314
24686220,2026-03-18 18:39:59,31822355,60000000,234321754,557,221659511,,0.455981
24686221,2026-03-18 18:40:11,38001792,60000000,236100993,369,365667349,,0.601768
24686222,2026-03-18 18:40:23,13002785,60000000,243972788,120,249926905,,0.4939
24686223,2026-03-18 18:40:35,40473136,60000000,226694214,546,376507792,,0.603202
24686224,2026-03-18 18:40:47,18847505,59941408,236586711,171,765270292,,1.001857
24686225,2026-03-18 18:40:59,53444597,59999943,225610989,1110,116552053,,0.342163
24686226,2026-03-18 18:41:11,26591112,60000000,247650032,290,448240007,,0.69589
24686227,2026-03-18 18:41:23,29848627,60000000,244132486,348,334465037,,0.578598
24686228,2026-03-18 18:41:35,38478427,60000000,243978507,470,183130429,,0.427109
24686229,2026-03-18 18:41:47,26195539,60000000,252597481,492,212435507,,0.465033
24686230,2026-03-18 18:41:59,25968948,60000000,248593326,293,302906896,,0.5515
24686231,2026-03-18 18:42:11,32279400,60000000,244417941,409,251849432,,0.496267
24686232,2026-03-18 18:42:23,28411586,60000000,246739300,404,378624098,,0.625363
24686233,2026-03-18 18:42:35,40904187,60000000,245106283,615,209209711,,0.454316
24686234,2026-03-18 18:42:47,7279909,59941408,256242469,95,954788383,,1.211031
24686235,2026-03-18 18:42:59,42217864,59999943,231992350,516,253044632,,0.485037
24686236,2026-03-18 18:43:11,22312474,60000000,243802601,338,581639626,,0.825442
24686237,2026-03-18 18:43:23,42794919,60000000,235993273,786,224790968,,0.460784
24686238,2026-03-18 18:43:35,21025223,60000000,248574584,282,249199746,,0.497774
24686239,2026-03-18 18:43:47,29919918,60000000,239279162,324,341328329,,0.580607
24686240,2026-03-18 18:43:59,21729556,60000000,239199321,331,290633819,,0.529833
24686241,2026-03-18 18:44:11,20854062,60000000,230956469,258,712842800,,0.943799
24686242,2026-03-18 18:44:23,29246574,60000000,222155163,1026,121714153,,0.343869
24686243,2026-03-18 18:44:35,36553123,60000000,221457757,381,422545230,,0.644003
24686244,2026-03-18 18:44:47,4644056,60000000,227504590,62,1785520767,,2.013025
24686245,2026-03-18 18:44:59,59507568,60000000,203468784,1278,129694453,,0.333163
24686246,2026-03-18 18:45:11,28442503,60000000,228484904,337,568122964,,0.796608
24686247,2026-03-18 18:45:23,23916308,59941408,227002136,215,703302300,,0.930304
24686248,2026-03-18 18:45:35,36594012,59999943,221270035,600,201368600,,0.422639
24686249,2026-03-18 18:45:47,26671455,60000000,227349472,377,306336186,,0.533686
24686250,2026-03-18 18:45:59,7386126,60000000,224196377,86,867127462,,1.091324
24686251,2026-03-18 18:46:11,59981074,60000000,203071592,1028,181490518,,0.384562
24686252,2026-03-18 18:46:23,30642421,60000000,228439527,410,276929546,,0.505369
24686253,2026-03-18 18:46:35,35213681,59941408,229051003,423,384071788,,0.613123
24686254,2026-03-18 18:46:47,18045188,59999943,234059682,268,292149326,,0.526209
24686255,2026-03-18 18:46:59,37366081,60000000,222400785,559,214416516,,0.436817
24686256,2026-03-18 18:47:11,29016708,60000000,229226710,259,489581096,,0.718808
24686257,2026-03-18 18:47:23,28680416,59941408,228287557,289,408781796,,0.637069
24686258,2026-03-18 18:47:35,15396291,59999943,227059038,177,438220638,,0.66528
24686259,2026-03-18 18:47:47,32300890,60000000,213242785,479,415878177,,0.629121
24686260,2026-03-18 18:47:59,25718328,60000000,215287152,378,324813978,,0.540101
24686261,2026-03-18 18:48:11,14929780,60000000,211446365,202,438413522,,0.64986
24686262,2026-03-18 18:48:23,59994635,60000000,198169102,1167,174784861,,0.372954
24686263,2026-03-18 18:48:35,5909507,60000000,222935809,151,461610776,,0.684547
24686264,2026-03-18 18:48:47,10721212,60000000,200558170,113,1345422860,,1.545981
24686265,2026-03-18 18:48:59,39122362,60000000,184447677,673,170783166,,0.355231
24686266,2026-03-18 18:49:11,16953345,60000000,191458503,195,687577985,,0.879036
24686267,2026-03-18 18:49:23,59992215,60000000,181050616,1098,133341369,,0.314392
24686268,2026-03-18 18:49:35,22261631,60000000,203676070,133,762215014,,0.965891
24686269,2026-03-18 18:49:47,35994159,60000000,197108901,552,174393836,,0.371503
24686270,2026-03-18 18:49:59,32536924,59941408,202031826,601,380278229,,0.58231
24686271,2026-03-18 18:50:11,21003176,59999943,204194179,212,1131194260,,1.335388
24686272,2026-03-18 18:50:23,10543408,60000000,196539617,128,829602673,,1.026142
24686273,2026-03-18 18:50:35,21100036,60000000,180606321,262,352253666,,0.53286
24686274,2026-03-18 18:50:47,15086546,60000000,173908864,148,469999141,,0.643908
24686275,2026-03-18 18:50:59,24806923,60000000,163102273,244,1183000570,,1.346103
24686276,2026-03-18 18:51:11,59994435,60000000,159573096,1562,57926449,,0.2175
24686277,2026-03-18 18:51:23,47684572,60000000,179516032,271,974894836,,1.154411
24686278,2026-03-18 18:51:35,59588375,60000000,192743799,805,234143839,,0.426888
24686279,2026-03-18 18:51:47,11520856,60000000,216506198,111,1605582503,,1.822089
24686280,2026-03-18 18:51:59,20091324,60000000,199835993,264,497221243,,0.697057
24686281,2026-03-18 18:52:11,12661546,60000000,191585535,267,207484340,,0.39907
24686282,2026-03-18 18:52:23,18296976,60000000,177744715,143,1096166266,,1.273911
24686283,2026-03-18 18:52:35,59048955,60000000,169077421,558,345297587,,0.514375
24686284,2026-03-18 18:52:47,31580474,60000000,189542097,722,247364661,,0.436907
24686285,2026-03-18 18:52:59,15054937,60000000,190790290,74,1345327305,,1.536118
24686286,2026-03-18 18:53:11,15248333,60000000,178909570,172,962330958,,1.141241
24686287,2026-03-18 18:53:23,59988035,60000000,167912844,647,286809692,,0.454723
24686288,2026-03-18 18:53:35,16658582,59941408,188893578,455,100783597,,0.289677
24686289,2026-03-18 18:53:47,28739463,59999943,178405944,160,482320293,,0.660726
24686290,2026-03-18 18:53:59,11440633,60000000,177468935,89,1077708804,,1.255178
24686291,2026-03-18 18:54:11,28201906,60000000,163745139,110,885634736,,1.04938
24686292,2026-03-18 18:54:23,15235362,60000000,162518351,92,1356153880,,1.518672
24686293,2026-03-18 18:54:35,21163699,60000000,152520332,253,1184676646,,1.337197
24686294,2026-03-18 18:54:47,36821021,59941408,146904851,177,656244983,,0.80315
24686295,2026-03-18 18:54:59,28090305,59999943,151102053,217,1423106569,,1.574209
24686296,2026-03-18 18:55:11,59989308,60000000,149899742,136,872017317,,1.021917
24686297,2026-03-18 18:55:23,56975953,60000000,168630531,328,432809587,,0.60144
24686298,2026-03-18 18:55:35,10664949,60000000,187584569,46,198100328,,0.385685
24686299,2026-03-18 18:55:47,59985124,60000000,172472248,811,363758909,,0.536231
24686300,2026-03-18 18:55:59,37549475,60000000,194020588,310,903761903,,1.097782
24686301,2026-03-18 18:56:11,59502138,60000000,200123727,631,377066570,,0.57719
24686302,2026-03-18 18:56:23,15295040,60000000,224724051,133,786803542,,1.011528
24686303,2026-03-18 18:56:35,7946342,60000000,210955059,68,1242294258,,1.453249
24686304,2026-03-18 18:56:47,59210529,60000000,191570348,777,261884746,,0.453455
24686305,2026-03-18 18:56:59,28312225,60000000,214886478,272,1128523588,,1.34341
24686306,2026-03-18 18:57:11,19410508,59941408,213375312,145,796055045,,1.00943
24686307,2026-03-18 18:57:23,27432097,59999943,203977447,242,1087341238,,1.291319
24686308,2026-03-18 18:57:35,58405065,60000000,201794994,725,240768604,,0.442564
24686309,2026-03-18 18:57:47,12491226,60000000,225678327,93,656811699,,0.88249
24686310,2026-03-18 18:57:59,59999232,60000000,209214366,622,418193089,,0.627407
24686311,2026-03-18 18:58:11,21247990,60000000,235365492,129,1221731799,,1.457097
24686312,2026-03-18 18:58:23,21069425,60000000,226782488,152,558175084,,0.784958
24686313,2026-03-18 18:58:35,59920738,59941408,218343747,713,281105195,,0.499449
24686314,2026-03-18 18:58:47,16517488,59999943,245617892,161,1033027509,,1.278645
24686315,2026-03-18 18:58:59,13387664,60000000,231819800,102,1488276962,,1.720097
24686316,2026-03-18 18:59:11,58578078,60000000,215773682,603,348944787,,0.564718
24686317,2026-03-18 18:59:23,38958653,60000000,241467003,521,243511996,,0.484979
24686318,2026-03-18 18:59:35,11716839,60000000,250480415,133,476894972,,0.727375
24686319,2026-03-18 18:59:47,57424916,60000000,231398858,538,261137337,,0.492536
24686320,2026-03-18 18:59:59,37435770,60000000,257840917,457,437853322,,0.695694
24686321,2026-03-18 19:00:11,47521154,60000000,265829440,646,328197623,,0.594027
24686322,2026-03-18 19:00:23,41876854,60000000,285236267,432,524330382,,0.809567
24686323,2026-03-18 19:00:35,8964685,59941408,299351723,80,2058312564,,2.357664
24686324,2026-03-18 19:00:47,58978056,59999943,273125329,677,410442155,,0.683567
24686325,2026-03-18 19:00:59,26671609,60000000,306103065,272,574780392,,0.880883
24686326,2026-03-18 19:01:11,17575445,60000000,301857938,168,1423023064,,1.724881
24686327,2026-03-18 19:01:23,15380849,60000000,286231061,164,578388728,,0.86462
24686328,2026-03-18 19:01:35,16219677,60000000,268795832,244,273325492,,0.542121
24686329,2026-03-18 19:01:47,44460006,60000000,253362110,335,556090537,,0.809453
24686330,2026-03-18 19:01:59,36335849,60000000,268627183,513,271419651,,0.540047
24686331,2026-03-18 19:02:11,15675814,60000000,275718771,64,6672294355,,6.948013
24686332,2026-03-18 19:02:23,43856524,60000000,259262743,386,232173227,,0.491436
24686333,2026-03-18 19:02:35,59987907,60000000,274231411,693,921047404,,1.195279
24686334,2026-03-18 19:02:47,19935237,60000000,308496519,113,1140532484,,1.449029
24686335,2026-03-18 19:02:59,7851838,60000000,295559251,47,2830999085,,3.126558
24686336,2026-03-18 19:03:11,59926068,59941408,268283859,944,336174512,,0.604458
24686337,2026-03-18 19:03:23,29449133,59999943,301802176,220,2969636689,,3.271439
24686338,2026-03-18 19:03:35,45018861,60000000,301109492,256,704497081,,1.005607
24686339,2026-03-18 19:03:47,58940736,60000000,319952498,749,267688960,,0.587641
24686340,2026-03-18 19:03:59,28666865,59941408,358534417,262,427860404,,0.786395
24686341,2026-03-18 19:04:11,4335616,59882873,356584717,37,1658200511,,2.014785
24686342,2026-03-18 19:04:23,54490296,59824395,318465954,709,215913082,,0.534379
24686343,2026-03-18 19:04:35,14553751,59882816,351175385,92,709148522,,1.060324
24686344,2026-03-18 19:04:47,18064978,59824338,328615632,299,612553218,,0.941169
24686345,2026-03-18 19:04:59,16659117,59882759,312346451,100,1265679147,,1.578026
24686346,2026-03-18 19:05:11,59227909,59941237,295026494,445,558647023,,0.853674
24686347,2026-03-18 19:05:23,38199079,59999772,331027069,639,241717697,,0.572745
24686348,2026-03-18 19:05:35,33773523,60000000,342336090,283,416029375,,0.758365
24686349,2026-03-18 19:05:47,29805707,60000000,347718644,324,526167779,,0.873886
24686350,2026-03-18 19:05:59,42296983,60000000,347437147,270,498558710,,0.845996
24686351,2026-03-18 19:06:11,23119569,60000000,365238933,342,400246648,,0.765486
24686352,2026-03-18 19:06:23,29655489,59941408,354768095,402,297973600,,0.652742
24686353,2026-03-18 19:06:47,13481679,59999943,354301689,183,843430263,,1.197732
24686354,2026-03-18 19:06:59,42150829,60000000,329916421,517,477386144,,0.807303
24686355,2026-03-18 19:07:11,22532323,60000000,346619579,226,839047602,,1.185667
24686356,2026-03-18 19:07:23,21520031,59941408,335834400,224,770526022,,1.10636
24686357,2026-03-18 19:07:35,11624958,59882873,323997730,125,768128082,,1.092126
24686358,2026-03-18 19:07:47,49617552,59941351,299222293,517,314850888,,0.614073
24686359,2026-03-18 19:07:59,24431536,59999886,323741191,366,375182682,,0.698924
24686360,2026-03-18 19:08:11,31153933,59941294,316229833,364,426796028,,0.743026
24686361,2026-03-18 19:08:23,4587519,59999829,317790486,84,699973783,,1.017764
24686362,2026-03-18 19:08:35,12918529,59941237,284141151,141,1283104403,,1.567246
24686363,2026-03-18 19:08:47,26922315,59999772,263933026,290,808715563,,1.072649
24686364,2026-03-18 19:08:59,45238116,60000000,260548544,488,307380514,,0.567929
24686365,2026-03-18 19:09:11,19305121,60000000,277091331,248,515654467,,0.792746
24686366,2026-03-18 19:09:23,32478205,60000000,264743589,343,494165317,,0.758909
24686367,2026-03-18 19:09:35,39035609,60000000,267477292,412,368975504,,0.636453
24686368,2026-03-18 19:09:47,12338836,60000000,277547376,138,1365117690,,1.642665
24686369,2026-03-18 19:09:59,12353503,60000000,257123169,98,1231080376,,1.488204
24686370,2026-03-18 19:10:11,47069919,60000000,238217656,573,290279680,,0.528497
24686371,2026-03-18 19:10:23,42566261,60000000,255160806,574,498586572,,0.753747
24686372,2026-03-18 19:10:35,26840408,60000000,268520878,354,377744052,,0.646265
24686373,2026-03-18 19:10:47,25344907,60000000,264985810,404,361133672,,0.626119
24686374,2026-03-18 19:10:59,10864568,60000000,259846087,97,552456715,,0.812303
24686375,2026-03-18 19:11:11,49815051,59941408,239128308,782,323673805,,0.562802
24686376,2026-03-18 19:11:23,25601406,59999943,258919906,349,362460977,,0.621381
24686377,2026-03-18 19:11:35,15517871,60000000,254174585,195,475998784,,0.730173
24686378,2026-03-18 19:11:47,20648350,60000000,238837131,310,333213428,,0.572051
24686379,2026-03-18 19:11:59,34191244,60000000,229530793,780,171494452,,0.401025
24686380,2026-03-18 19:12:11,39628760,60000000,233539207,366,674017863,,0.907557
24686381,2026-03-18 19:12:23,30723535,60000000,242908761,364,416464974,,0.659374
24686382,2026-03-18 19:12:35,27556415,60000000,243641065,346,245288292,,0.488929
24686383,2026-03-18 19:12:47,32031758,59941408,241160409,353,403058882,,0.644219
24686384,2026-03-18 19:12:59,33051428,59999943,243233452,393,393150884,,0.636384
24686385,2026-03-18 19:13:11,13154884,60000000,246326023,172,456642937,,0.702969
24686386,2026-03-18 19:13:23,22169466,60000000,229036897,812,124968023,,0.354005
24686387,2026-03-18 19:13:35,35857255,60000000,221564059,398,2167253301,,2.388817
24686388,2026-03-18 19:13:47,21447640,60000000,226971380,290,374393182,,0.601365
24686389,2026-03-18 19:13:59,41382871,60000000,218883293,417,346823599,,0.565707
24686390,2026-03-18 19:14:11,15334536,59941408,229264627,99,1061281622,,1.290546
24686391,2026-03-18 19:14:23,32940972,59999943,215269479,551,233976022,,0.449246
24686392,2026-03-18 19:14:35,33900877,59941351,217907430,420,267920210,,0.485828
24686393,2026-03-18 19:14:47,19966236,59882816,221479339,211,717509945,,0.938989
24686394,2026-03-18 19:14:59,13641667,59824338,212255932,148,841987545,,1.054243
24686395,2026-03-18 19:15:11,46856918,59882759,197824053,774,164765560,,0.36259
24686396,2026-03-18 19:15:23,1649396,59824281,211794269,39,2566022876,,2.777817
24686397,2026-03-18 19:15:47,59881469,59882702,186779814,376,661745185,,0.848525
24686398,2026-03-18 19:15:59,59921875,59941180,210126329,1274,172936440,,0.383063
24686399,2026-03-18 19:16:11,31293892,59882645,236375201,401,535902385,,0.772278
24686400,2026-03-18 19:16:23,57486487,59941123,237709953,723,259845006,,0.497555
24686401,2026-03-18 19:16:35,25075183,59882588,264990095,357,477886764,,0.742877
24686402,2026-03-18 19:16:47,23046202,59941066,259606764,321,405720962,,0.665328
24686403,2026-03-18 19:16:59,29276554,59882531,252109387,309,317644824,,0.569754
24686404,2026-03-18 19:17:11,34743421,59941009,251409768,393,1010382260,,1.261792
24686405,2026-03-18 19:17:23,32482760,59882474,256414513,260,471505520,,0.72792
24686406,2026-03-18 19:17:35,23718009,59940951,259135189,408,236906853,,0.496042
24686407,2026-03-18 19:17:47,30126189,59999486,252377564,341,474207130,,0.726585
24686408,2026-03-18 19:17:59,20559907,60000000,252510532,285,546476999,,0.798988
24686409,2026-03-18 19:18:11,26405247,60000000,242578354,263,410264247,,0.652843
24686410,2026-03-18 19:18:23,16629321,59941408,238944983,254,480628205,,0.719573
24686411,2026-03-18 19:18:35,13149709,59999943,225649264,127,881698937,,1.107348
24686412,2026-03-18 19:18:47,17289580,60000000,209806544,94,924511343,,1.134318
24686413,2026-03-18 19:18:59,43131752,59941408,198695172,257,548416022,,0.747111
24686414,2026-03-18 19:19:11,16204666,59999943,209601808,55,1876399000,,2.086001
24686415,2026-03-18 19:19:23,59998948,60000000,197553793,1037,310413439,,0.507967
24686416,2026-03-18 19:19:35,53409493,60000000,222247151,1362,88591749,,0.310839
24686417,2026-03-18 19:19:47,12534073,60000000,243925039,151,776610613,,1.020536
24686418,2026-03-18 19:19:59,38425717,60000000,226173469,333,351767793,,0.577941
24686419,2026-03-18 19:20:11,31272347,60000000,234113775,340,643877080,,0.877991
24686420,2026-03-18 19:20:23,9598843,60000000,235354916,166,304133646,,0.539489
24686421,2026-03-18 19:20:35,45334921,60000000,215348614,811,191109875,,0.406458
24686422,2026-03-18 19:20:47,41929581,60000000,229108422,568,344550219,,0.573659
24686423,2026-03-18 19:20:59,26161356,60000000,240496619,378,365089999,,0.605587
24686424,2026-03-18 19:21:11,10041003,59941408,236650032,110,1012064208,,1.248714
24686425,2026-03-18 19:21:23,34260027,59999943,216979305,399,420802890,,0.637782
24686426,2026-03-18 19:21:35,15266971,59941351,220830742,125,714461489,,0.935292
24686427,2026-03-18 19:21:47,59876467,59882816,207288214,1231,135462785,,0.342751
24686428,2026-03-18 19:21:59,36396076,59941294,233193746,549,292342019,,0.525536
24686429,2026-03-18 19:22:11,37432253,59999829,239443068,431,381943582,,0.621387
24686430,2026-03-18 19:22:23,11386979,59941237,246858181,100,1264962325,,1.511821
24686431,2026-03-18 19:22:35,31955574,59999772,227724762,527,283528612,,0.511253
24686432,2026-03-18 19:22:47,18184786,60000000,229580429,254,803731564,,1.033312
24686433,2026-03-18 19:22:59,54220334,60000000,218278172,1549,152518076,,0.370796
24686434,2026-03-18 19:23:11,24283546,60000000,240306381,321,401487201,,0.641794
24686435,2026-03-18 19:23:23,11209642,60000000,234582630,111,752413209,,0.986996
24686436,2026-03-18 19:23:35,36206872,60000000,216216416,487,325181114,,0.541398
24686437,2026-03-18 19:23:47,23729188,60000000,221808197,297,370757678,,0.592566
24686438,2026-03-18 19:23:59,42232557,60000000,216012708,320,301817548,,0.51783
24686439,2026-03-18 19:24:11,18808103,60000000,227022657,231,822345732,,1.049368
24686440,2026-03-18 19:24:23,49496643,60000000,216435932,1162,100018784,,0.316455
24686441,2026-03-18 19:24:35,25356016,60000000,234018324,252,373856110,,0.607874
24686442,2026-03-18 19:24:47,34766087,60000000,229490086,301,566274494,,0.795765
24686443,2026-03-18 19:24:59,29634926,60000000,234047459,337,401166926,,0.635214
24686444,2026-03-18 19:25:11,16715921,60000000,233691440,319,387790451,,0.621482
24686445,2026-03-18 19:25:23,46920475,60000000,220756542,743,186402081,,0.407159
24686446,2026-03-18 19:25:35,26312100,60000000,236320315,256,524298711,,0.760619
24686447,2026-03-18 19:25:47,35347772,60000000,232688958,608,226170579,,0.45886
24686448,2026-03-18 19:25:59,26025322,60000000,237873822,206,554884997,,0.792759
24686449,2026-03-18 19:26:11,16792023,60000000,233934356,254,255145074,,0.489079
24686450,2026-03-18 19:26:23,35454902,60000000,221060192,418,390605102,,0.611665
24686451,2026-03-18 19:26:35,23296095,60000000,226084615,240,582674669,,0.808759
24686452,2026-03-18 19:26:47,41957807,60000000,219769408,996,167805090,,0.387574
24686453,2026-03-18 19:26:59,21651397,60000000,230719242,223,555061025,,0.78578
24686454,2026-03-18 19:27:11,31365963,60000000,222693479,404,912652961,,1.135346
24686455,2026-03-18 19:27:23,34623287,60000000,223960941,473,294182180,,0.518143
24686456,2026-03-18 19:27:35,23803631,60000000,228275256,387,294119859,,0.522395
24686457,2026-03-18 19:27:47,33087831,59941408,222381599,468,233263328,,0.455645
24686458,2026-03-18 19:27:59,21248653,59999943,225272720,277,740935054,,0.966208
24686459,2026-03-18 19:28:11,20090821,59941351,217058408,173,778474497,,0.995533
24686460,2026-03-18 19:28:23,40982388,59999886,208114226,430,237024620,,0.445139
24686461,2026-03-18 19:28:35,11741541,59941294,217637590,110,1318606655,,1.536244
24686462,2026-03-18 19:28:47,50173316,59999829,201090823,933,266391833,,0.467483
24686463,2026-03-18 19:28:59,22713813,60000000,217993729,585,138048851,,0.356043
24686464,2026-03-18 19:29:11,38622256,60000000,211375633,462,466560032,,0.677936
24686465,2026-03-18 19:29:23,24088404,60000000,218969528,391,237520265,,0.45649
24686466,2026-03-18 19:29:35,20940017,60000000,213575948,335,496851328,,0.710427
24686467,2026-03-18 19:29:47,38635424,60000000,205513472,1470,29764851,,0.235278
24686468,2026-03-18 19:29:59,26813834,60000000,212908038,296,392228004,,0.605136
24686469,2026-03-18 19:30:11,17790051,60000000,210081537,119,1523975691,,1.734057
24686470,2026-03-18 19:30:23,29921957,60000000,199393684,515,411340805,,0.610734
24686471,2026-03-18 19:30:35,59994671,60000000,199328846,1300,120849668,,0.320179
24686472,2026-03-18 19:30:47,21872955,60000000,224240525,292,493255471,,0.717496
24686473,2026-03-18 19:30:59,11457625,60000000,216647139,198,212275700,,0.428923
24686474,2026-03-18 19:31:11,21007974,60000000,199909004,359,240594236,,0.440503
24686475,2026-03-18 19:31:23,13099064,59941408,192419059,106,1180193109,,1.372612
24686476,2026-03-18 19:31:35,51448815,59999943,178879066,700,293950431,,0.472829
24686477,2026-03-18 19:31:47,52255944,60000000,194865536,1393,117545129,,0.312411
24686478,2026-03-18 19:31:59,18600248,59941408,212936021,278,256812220,,0.469748
24686479,2026-03-18 19:32:11,31643710,59882873,202837912,486,355742738,,0.558581
24686480,2026-03-18 19:32:23,20571648,59941351,204279416,264,681679011,,0.885958
24686481,2026-03-18 19:32:35,22577439,59999886,196271473,235,516676868,,0.712948
24686482,2026-03-18 19:32:47,11428993,60000000,190201354,121,460647705,,0.650849
24686483,2026-03-18 19:32:59,59240803,60000000,175483727,1148,99317027,,0.274801
24686484,2026-03-18 19:33:11,24287577,60000000,196864081,276,651406743,,0.848271
24686485,2026-03-18 19:33:23,18848663,60000000,192178369,162,737323090,,0.929501
24686486,2026-03-18 19:33:35,59983536,60000000,183249012,1480,94272230,,0.277521
24686487,2026-03-18 19:33:47,8192319,60000000,206142567,86,1051943708,,1.258086
